# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "5" "--countReadPairs" "-t" "exon" "-g" "Parent" "-a" "strongyloides_stercoralis.PRJEB528.WBPS19.annotations.gff3" "-o" "counts.txt" "ERR146941" "ERR146942" "ERR146943" "ERR146944" "ERR146945" "ERR146946" "ERR146947" "ERR146948" "ERR146949" "ERR146950" "ERR146951" "ERR146952" "ERR146953" "ERR146954" "ERR146955" "ERR146956" "ERR146957" "ERR146958" "ERR146959" "ERR146960" "ERR146961" 
Geneid	Chr	Start	End	Strand	Length	ERR146941	ERR146942	ERR146943	ERR146944	ERR146945	ERR146946	ERR146947	ERR146948	ERR146949	ERR146950	ERR146951	ERR146952	ERR146953	ERR146954	ERR146955	ERR146956	ERR146957	ERR146958	ERR146959	ERR146960	ERR146961
SSTP_0001111200.1	SSTP_scaffold0000006	211162	212088	+	927	0	1	1	17	10	10	12	5	2	5	8	5	9	3	5	3	2	4	3	0	0
SSTP_0001111300.1	SSTP_scaffold0000006;SSTP_scaffold0000006	215779;216034	215994;216162	+;+	345	12	20	19	19	9	18	170	26	26	3	0	2	1	0	0	14	2	11	4	1	1
SSTP_0001111400.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	216304;216752;217652	216701;217613;217966	-;-;-	1575	998	476	528	784	725	813	1757	1677	1561	2166	1664	1952	2078	3626	1663	682	745	704	624	728	423
SSTP_0001111500.1	SSTP_scaffold0000006;SSTP_scaffold0000006	218972;219068	219026;219381	+;+	369	2	0	5	5	0	4	2	3	3	2	3	2	10	4	2	0	0	1	6	2	4
SSTP_0001111600.1	SSTP_scaffold0000006;SSTP_scaffold0000006	220091;220321	220284;220576	-;-	450	2	1	2	36	13	25	0	1	1	0	0	0	3	0	0	12	1	3	1081	1128	1039
SSTP_0001111700.1	SSTP_scaffold0000006;SSTP_scaffold0000006	221112;222149	222110;222232	-;-	1083	2	1	2	8	2	11	5	2	1	8	3	2	5	19	22	20	23	24	5	7	4
SSTP_0001111800.1	SSTP_scaffold0000006	223366	223803	+	438	285	574	403	0	1	1	22	9	6	2488	680	946	349	4445	3950	2745	3397	2905	24	26	15
SSTP_0001111900.1	SSTP_scaffold0000006	225323	225940	+	618	3	11	4	28	21	31	620	356	257	8	9	9	10	10	5	4	2	4	0	0	2
SSTP_0001112000.1	SSTP_scaffold0000006	227341	228510	+	1170	1699	1801	1772	1649	1586	1656	526	708	678	591	803	849	934	793	829	584	549	673	960	1000	1028
SSTP_0001112100.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	229428;229600;230099;235196;235361	229452;229640;230258;235278;235375	-;-;-;-;-	324	991	1217	1080	3919	3221	3310	5378	4198	5623	3837	3756	3994	2621	2592	2205	1614	1503	1594	568	571	602
SSTP_0001112200.1	SSTP_scaffold0000006;SSTP_scaffold0000006	237011;238319	237082;238873	+;+	627	253	334	278	4644	3919	4064	5820	7136	7859	4116	3569	4217	2319	2969	2783	825	896	765	113	91	97
SSTP_0001112300.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	242207;244478;245170	242434;245119;246042	+;+;+	1743	416	384	415	709	610	723	331	247	202	358	347	357	545	539	475	290	243	261	218	227	238
SSTP_0001112300.2	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	244344;244478;245170	244406;245119;246042	+;+;+	1578	0	0	0	233	128	200	67	80	67	0	0	0	0	0	0	0	0	0	1	6	8
SSTP_0001112400.1	SSTP_scaffold0000006;SSTP_scaffold0000006	255047;255785	255726;256094	+;+	990	1	4	2	18	23	16	531	1	0	7	10	12	1	6	5	7	4	4	4	5	7
SSTP_0001112500.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	257770;257899;258382	257835;258339;259095	+;+;+	1221	4	1	9	9	5	13	804	20	20	0	1	4	0	12	2	4	0	7	8	11	12
SSTP_0001112600.1	SSTP_scaffold0000006;SSTP_scaffold0000006	260711;261348	261302;261535	+;+	780	10	10	11	67	49	80	95	82	64	12	8	14	3	2	3	19	6	5	170	172	270
SSTP_0001112700.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	261780;262062;262764	262013;262687;263472	-;-;-	1569	318	412	347	1886	1556	1799	750	324	322	2270	2216	2459	1951	2078	1891	618	717	594	491	554	566
SSTP_0001112800.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	264057;265390;265691	264788;265650;265861	-;-;-	1164	1168	1006	988	667	537	619	149	181	216	273	401	479	443	331	482	508	346	460	754	852	762
SSTP_0001112900.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	266265;266752;266837;267167	266716;266784;267133;267335	-;-;-;-	951	4386	4273	4488	5791	5378	5915	5864	4020	3592	2614	3192	2953	4442	4620	3549	2115	2331	2356	1726	1713	1706
SSTP_0001113000.1	SSTP_scaffold0000006;SSTP_scaffold0000006	270398;271277	271224;271310	-;-	861	22	34	26	45	26	25	211	43	48	32	27	22	155	17	12	43	19	24	10	11	4
SSTP_0001113100.1	SSTP_scaffold0000006;SSTP_scaffold0000006	271797;272150	272111;273409	+;+	1575	73	141	90	449	417	468	955	480	438	221	257	210	584	95	174	348	209	266	54	60	57
SSTP_0001113200.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	273605;273747;274140	273610;274097;274262	+;+;+	480	6	5	8	553	517	481	246	156	151	4	1	2	21	3	2	23	11	15	7	7	8
SSTP_0001113300.1	SSTP_scaffold0000006	274353	274889	-	537	18	5	8	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
SSTP_0001113400.1	SSTP_scaffold0000006;SSTP_scaffold0000006	275163;275512	275466;276086	-;-	879	1	0	0	1	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
SSTP_0001113500.1	SSTP_scaffold0000006	277757	279313	+	1557	74	93	77	105	93	77	24	27	44	32	61	51	173	60	51	67	41	50	56	52	54
SSTP_0001113600.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	279564;280415;280876	280366;280521;281036	-;-;-	1071	18688	16151	15070	9132	7778	8813	1869	3119	3143	6849	11733	12205	15981	12822	12713	9289	9849	11098	12074	12262	12617
SSTP_0001113700.1	SSTP_scaffold0000006;SSTP_scaffold0000006	281915;282091	282033;283606	+;+	1635	2542	1849	1849	6257	5440	5464	2986	6701	11930	1527	1458	1361	2536	2046	801	2190	1740	2618	4159	4347	3727
SSTP_0001113800.1	SSTP_scaffold0000006;SSTP_scaffold0000006	285358;285533	285476;287061	+;+	1648	631	288	343	199	166	219	469	48	86	803	523	625	245	403	196	380	346	450	3732	3731	2032
SSTP_0001113900.1	SSTP_scaffold0000006;SSTP_scaffold0000006	288366;288539	288484;290060	+;+	1641	4043	1755	1667	78	50	85	315	199	141	1986	1549	1257	390	622	446	1626	1267	1368	5073	5735	3118
SSTP_0001114000.1	SSTP_scaffold0000006;SSTP_scaffold0000006	290881;291056	290999;292583	+;+	1647	854	1241	1058	169	197	209	850	940	1122	2164	2185	2402	593	457	348	1877	1333	2017	133	105	107
SSTP_0001114100.1	SSTP_scaffold0000006;SSTP_scaffold0000006	293169;293339	293287;294632	+;+	1413	1472	2309	2276	75	64	72	603	14	7	6479	5308	6056	2511	2202	2197	3607	3171	4336	518	493	401
SSTP_0001114200.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	295041;295217;296264	295159;296231;296602	+;+;+	1473	341	468	321	250	216	213	408	14	17	6064	5784	7475	568	643	655	1878	1481	2006	363	350	274
SSTP_0001114300.1	SSTP_scaffold0000006	296828	297448	-	621	1	2	4	13	12	16	0	1	0	5	10	22	19	22	33	27	13	36	4	3	3
SSTP_0001114400.1	SSTP_scaffold0000006	297646	298263	-	618	12	14	22	13	23	15	6	4	0	43	36	72	69	57	126	108	53	142	3	3	5
SSTP_0001114500.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	298305;299624;301552	298346;301507;301650	-;-;-	2025	5494	2776	2402	8277	6428	7380	5918	1103	1021	14351	9499	13256	11210	21015	31526	5064	6197	4663	1048	950	1176
SSTP_0001114600.1	SSTP_scaffold0000006	303571	304482	+	912	100132	140393	83310	4998	4320	4214	4148	1191	599	197698	54701	126259	20407	197780	181028	178538	289858	104435	57	42	49
SSTP_0001114700.1	SSTP_scaffold0000006	305471	309256	+	3786	7225	8919	7899	3095	2969	2928	4080	5262	5038	1245	1171	1349	7397	5677	3082	3210	1867	3620	454	455	486
SSTP_0001114800.1	SSTP_scaffold0000006;SSTP_scaffold0000006	309299;309713	309657;310916	-;-	1563	1758	1814	2057	10493	9560	10053	19129	17220	12713	1318	1097	1092	1234	828	222	1148	1090	1192	429	334	357
SSTP_0001114900.1	SSTP_scaffold0000006	311362	312486	-	1125	7	5	11	19	14	22	6	6	3	1	0	0	2	2	3	100	65	122	1	1	0
SSTP_0001115000.1	SSTP_scaffold0000006;SSTP_scaffold0000006	313148;314360	314317;314416	-;-	1227	6	5	5	206	228	214	31	61	66	16	8	21	9	7	12	22	21	26	387	393	390
SSTP_0001115100.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	314932;315327;316154	315298;316111;316210	-;-;-	1209	7	9	7	1	4	1	9	14	13	7	6	6	1	3	3	8	5	7	1745	1748	1691
SSTP_0001115200.1	SSTP_scaffold0000006;SSTP_scaffold0000006	317095;318307	318264;318363	-;-	1227	4	6	7	3	4	3	21	31	30	11	3	10	2	7	8	6	10	21	2450	2524	2469
SSTP_0001115210.1	SSTP_scaffold0000006;SSTP_scaffold0000006	319248;320459	320417;320515	-;-	1227	29	20	25	6	4	4	1	0	1	4	4	4	3	2	2	10	4	8	10050	10252	9818
SSTP_0001115300.1	SSTP_scaffold0000006;SSTP_scaffold0000006	322719;323938	323891;323994	-;-	1230	8	13	9	2	2	4	1	1	0	36	38	25	9	4	6	9	10	7	1074	1083	1064
SSTP_0001115400.1	SSTP_scaffold0000006;SSTP_scaffold0000006	324632;325871	325822;325927	-;-	1248	9	14	12	3	3	3	6	14	25	10	9	6	4	7	1	5	6	4	618	618	645
SSTP_0001115500.1	SSTP_scaffold0000006;SSTP_scaffold0000006	326211;326323	326273;327399	+;+	1140	2	11	5	2	1	0	2	4	1	26	8	4	2	4	1	4	4	4	7083	7276	7228
SSTP_0001115600.1	SSTP_scaffold0000006;SSTP_scaffold0000006	328354;328465	328416;329547	+;+	1146	4	2	8	4	0	18	0	1	1	0	0	0	0	2	1	2	0	1	1208	1072	1136
SSTP_0001115700.1	SSTP_scaffold0000006;SSTP_scaffold0000006	329774;331028	330987;331388	-;-	1575	54	52	29	58	49	67	1	1	0	16	5	5	9	9	5	12	18	45	6450	6868	7432
SSTP_0001115800.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	333017;333190;333878	333139;333825;334024	+;+;+	906	1	0	2	4	5	8	12	17	20	8	3	9	5	5	4	1	0	2	5	6	8
SSTP_0001115900.1	SSTP_scaffold0000006;SSTP_scaffold0000006	334404;334816	334772;335415	+;+	969	9	15	13	21	27	21	45	107	125	5	3	9	5	5	1	5	5	2	4	4	5
SSTP_0001116000.1	SSTP_scaffold0000006	340693	342378	+	1686	16462	17714	15763	15434	14225	15050	5168	3666	3336	10086	12336	13459	12732	11827	11210	8581	8247	9376	15512	14757	16808
SSTP_0001116100.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	343599;343671;344677	343629;344624;344984	+;+;+	1293	3583	2797	3217	16914	20390	20544	4429	3864	3037	1158	1492	1236	3022	2385	2174	310	440	367	3649	3260	3674
SSTP_0001116200.1	SSTP_scaffold0000006	345545	345760	+	216	1346	1508	1364	18	21	23	661	11	9	19	7	13	7	4	4	62	18	32	870	826	895
SSTP_0001116300.1	SSTP_scaffold0000006	346165	350826	-	4662	146	227	203	2613	2589	2301	17515	10717	13102	1006	561	684	231	675	739	278	471	218	445	406	401
SSTP_0001116400.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	352451;352524;352883	352481;352825;353371	+;+;+	822	2	0	4	8	4	3	412	91	57	11	16	8	9	6	4	7	4	4	3	1	1
SSTP_0001116500.1	SSTP_scaffold0000006	354037	354888	+	852	2	0	1	82	58	64	27	12	5	0	0	0	1	0	1	2	2	4	0	1	0
SSTP_0001116600.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	354961;355534;355764;356100	355483;355710;356053;356192	-;-;-;-	1083	459	258	1061	3367	2910	2201	1449	869	9120	1069	383	487	125	744	161	1621	2062	2792	62	51	101
SSTP_0001116700.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	358391;358448;358769;359298	358398;358719;359235;359390	-;-;-;-	840	34	25	60	1810	1547	1556	551	759	2429	181	51	49	99	163	55	127	129	160	162	126	155
SSTP_0001116800.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	360142;360290;360752	360240;360696;361202	+;+;+	957	98	119	276	2510	2258	2142	2238	3364	10046	324	96	86	164	393	173	346	490	480	239	250	251
SSTP_0001116900.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	361242;361541;362055	361498;362007;362362	-;-;-	1032	15	35	65	138	122	111	45	81	66	38	43	42	29	22	24	31	30	45	23	23	26
SSTP_0001117000.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	363431;364924;366003;366524	364786;365949;366259;366800	-;-;-;-	2916	7497	7545	7935	22502	21155	22709	13643	14616	12365	12920	12874	12948	12430	11553	12944	4959	4578	5112	7710	8039	8295
SSTP_0001117100.1	SSTP_scaffold0000006	370904	371965	-	1062	3798	4159	3682	10021	9887	10431	19143	16030	16146	9181	8548	9367	7245	6500	6663	4004	3942	4486	2759	2833	2639
SSTP_0001117200.1	SSTP_scaffold0000006;SSTP_scaffold0000006	374654;377074	375584;378065	+;+	1923	11	21	8	6321	4498	5875	1872	2381	2865	24	19	30	35	20	15	21	20	13	25	19	22
SSTP_0001117300.1	SSTP_scaffold0000006	379374	380519	+	1146	19	15	25	605	483	614	23	17	18	0	3	3	4	0	2	10	0	6	11	5	10
SSTP_0001117400.1	SSTP_scaffold0000006;SSTP_scaffold0000006;SSTP_scaffold0000006	381145;381218;381362	381179;381316;381449	+;+;+	222	3	1	5	9	12	12	5	1	1	3	11	10	9	12	2	7	2	2	7	2	5
SSTP_0001287500.1	SSTP_scaffold0000006;SSTP_scaffold0000006	80014;80400	80352;81191	-;-	1131	172419	188958	176770	55283	67214	69733	221770	20066	8223	201719	158984	198160	130883	99068	84518	177969	180296	225613	30308	30182	34185
SSTP_0001287600.1	SSTP_scaffold0000006;SSTP_scaffold0000006	83214;83689	83651;83964	-;-	714	14	23	22	118	116	124	103	187	255	146	162	136	82	76	75	77	39	47	15	13	10
SSTP_0001287700.1	SSTP_scaffold0000006	214300	215265	+	966	0	0	0	9	10	7	8	5	3	0	1	1	0	1	1	1	0	1	1	1	0
SSTP_0000947600.1	SSTP_contig0000014	442	867	-	426	0	1	0	820	679	819	10	15	13	0	0	0	1	0	0	2	1	1	1115	999	1079
SSTP_0000947700.1	SSTP_contig0000014	1222	1647	-	426	10	8	10	130910	109211	126666	2202	4904	4089	0	1	8	1	0	2	3	3	4	64	65	65
SSTP_0000947800.1	SSTP_contig0000014	3349	3774	-	426	5	8	8	217089	192681	202794	614	1534	840	1	2	3	4	1	4	3	6	3	7	7	6
SSTP_0000947900.1	SSTP_contig0000014	5856	7184	-	1329	681	877	778	2650	2260	2527	1002	557	622	12331	12926	15795	7541	9262	7880	2200	2978	2390	206	193	196
SSTP_0000948000.1	SSTP_contig0000014;SSTP_contig0000014	7948;8400	8340;8531	-;-	525	741	669	693	341	321	329	104	75	103	412	536	630	360	448	449	390	370	410	630	572	603
SSTP_0000948100.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	9133;9366;10603	9321;10550;11325	+;+;+	2097	544	598	580	671	1054	1011	2088	1178	1290	1928	2190	2617	1360	1209	1242	986	1074	1116	138	124	132
SSTP_0000948200.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	12435;12575;15963;16762;17068;17492;18225;18445	12519;12788;16119;17003;17210;17926;18395;19124	+;+;+;+;+;+;+;+	2127	135	185	197	1672	1443	1536	836	749	814	1455	1152	1279	567	731	626	343	354	369	62	67	87
SSTP_0000948300.1	SSTP_contig0000014;SSTP_contig0000014	19412;19752	19712;20383	-;-	933	0	1	0	43	29	37	1	1	5	0	0	0	0	0	1	5	3	7	1	1	1
SSTP_0000948400.1	SSTP_contig0000014;SSTP_contig0000014	20917;21255	21214;21811	-;-	855	11	15	7	50	30	41	26	36	37	43	40	24	29	26	27	21	7	18	3	11	10
SSTP_0000948500.1	SSTP_contig0000014;SSTP_contig0000014	22583;22715	22675;24823	+;+	2202	1087	1041	1057	657	585	660	121	115	144	227	277	280	317	252	339	283	225	342	909	813	846
SSTP_0000948600.1	SSTP_contig0000014;SSTP_contig0000014	25010;25950	25905;26064	-;-	1011	2	3	3	11	11	10	122	7	13	3066	1688	2521	1199	2770	6668	915	846	494	3	3	3
SSTP_0000948700.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	28527;28651;29118	28607;29067;29843	+;+;+	1224	2	1	5	22	15	19	727	25	22	4	3	7	3	13	11	4	2	7	1	3	2
SSTP_0000948800.1	SSTP_contig0000014	30125	30397	-	273	0	1	1	4	2	2	4	0	1	624	100	191	58	974	656	5	3	2	1	0	1
SSTP_0000948900.1	SSTP_contig0000014;SSTP_contig0000014	30921;32268	32225;34130	-;-	3168	19	24	15	877	719	766	3	7	8	2	6	1	23	7	8	24	8	16	41	41	33
SSTP_0000949000.1	SSTP_contig0000014	35190	36170	+	981	0	0	1	16	32	28	1	4	3	3	7	4	3	3	3	6	0	7	2	0	3
SSTP_0000949100.1	SSTP_contig0000014;SSTP_contig0000014	37858;37924	37873;39383	+;+	1476	4189	3649	3905	5024	5675	5566	66452	36055	37569	1761	1896	1929	2425	1894	1936	1733	1595	1832	3409	3188	3432
SSTP_0000949200.1	SSTP_contig0000014;SSTP_contig0000014	39519;39803	39761;40276	+;+	717	566	419	472	899	998	1012	5587	4747	5550	370	327	381	372	333	253	287	271	217	659	574	620
SSTP_0000949300.1	SSTP_contig0000014;SSTP_contig0000014	40817;41116	41071;41289	+;+	429	2	2	1	0	1	0	51	2	1	1	0	0	3	2	0	2	2	2	2	0	0
SSTP_0000949400.1	SSTP_contig0000014;SSTP_contig0000014	41426;41651	41599;41893	-;-	417	2	2	0	0	0	0	3	1	0	254	281	437	927	1699	2087	202	340	231	0	0	0
SSTP_0000949500.1	SSTP_contig0000014	42677	44479	-	1803	417	556	601	89	56	66	19	17	10	50	73	82	114	129	163	276	118	277	315	345	353
SSTP_0000949600.1	SSTP_contig0000014;SSTP_contig0000014	44774;44955	44905;45158	+;+	336	1500	1242	1249	619	508	621	251	351	469	246	344	378	427	354	379	362	273	389	477	475	488
SSTP_0000949700.1	SSTP_contig0000014;SSTP_contig0000014	45719;46748	46709;47190	-;-	1434	533	548	594	809	811	996	522	462	871	275	317	414	631	509	437	398	314	368	1058	981	1042
SSTP_0000949800.1	SSTP_contig0000014;SSTP_contig0000014	47290;47779	47730;47850	-;-	513	1802	1701	1539	853	740	858	403	475	548	521	651	745	1011	845	852	575	527	575	1115	1122	1109
SSTP_0000949900.1	SSTP_contig0000014;SSTP_contig0000014	47873;48100	48001;48579	-;-	609	12	18	11	97	100	110	34	44	62	52	72	71	77	57	66	19	16	23	49	27	40
SSTP_0000950000.1	SSTP_contig0000014;SSTP_contig0000014	49103;49287	49241;49534	+;+	387	240	335	337	12875	12325	12385	901	1350	1561	442	362	299	320	617	381	538	612	566	2540	2489	2433
SSTP_0000950100.1	SSTP_contig0000014;SSTP_contig0000014	50323;51426	51381;51506	-;-	1140	5691	6147	4822	89	95	78	376	3	1	9157	8793	9956	4347	2863	2982	4862	4633	5148	1042	1104	841
SSTP_0000950200.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	52675;57041;57445;58360;58488;58594	56931;57154;57987;58422;58539;58628	-;-;-;-;-;-	5064	89882	117418	88400	14691	21426	17171	124142	1258	904	202994	178295	214723	117113	157804	149073	239972	214405	264345	3526	4059	4660
SSTP_0000950300.1	SSTP_contig0000014;SSTP_contig0000014	60518;62639	62587;62695	-;-	2127	6730	7407	7311	5128	4926	5061	1331	1542	1775	2759	3415	3498	4927	4004	4130	3885	3117	4494	4625	4869	5334
SSTP_0000950400.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	63426;64601;64885	64442;64827;64954	-;-;-	1314	136	193	259	31	43	38	62	49	59	72	81	86	75	54	50	225	201	260	34	33	47
SSTP_0000950500.1	SSTP_contig0000014	66288	67595	-	1308	218	183	223	97	90	98	244	3	4	704	630	758	782	1170	1644	470	503	430	19	17	16
SSTP_0000950600.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	68226;68434;70083	68384;70029;70154	-;-;-	1827	10308	9795	9548	6767	6254	6442	1992	1965	1962	3587	5015	5698	7689	6355	5901	4669	4069	4982	6461	6323	6657
SSTP_0000950700.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	71517;71704;71996	71646;71921;73318	+;+;+	1671	846	945	798	4503	4297	4416	1937	2053	1776	1300	1306	1194	1668	1265	1188	734	854	817	868	822	908
SSTP_0000950800.1	SSTP_contig0000014	73538	73960	-	423	883	1110	991	16525	16048	16395	27937	23755	22220	3288	2126	1818	824	1155	811	1518	1739	1627	404	390	441
SSTP_0000950900.1	SSTP_contig0000014	75367	76392	-	1026	19	34	25	488	334	421	169	150	322	135	108	111	123	116	105	120	126	89	16	22	23
SSTP_0000951000.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	78824;80298;81295;81502	80141;81237;81450;81574	-;-;-;-	2487	1847	2477	2071	3740	4380	4545	9693	4077	3377	11117	10919	11243	6996	6178	6072	3834	4041	3936	153	140	167
SSTP_0000951050.1	SSTP_contig0000014;SSTP_contig0000014	82050;82128	82070;82238	-;-	132	1	5	4	4	6	4	11	7	1	25	13	15	9	9	10	14	7	12	2	0	0
SSTP_0000951100.1	SSTP_contig0000014;SSTP_contig0000014	82701;82814	82767;84018	+;+	1272	69	95	79	287	301	340	897	458	446	634	526	498	214	264	273	242	239	217	12	9	10
SSTP_0000951200.1	SSTP_contig0000014;SSTP_contig0000014	84184;84353	84301;84825	+;+	591	1453	1234	1244	722	650	702	106	283	337	308	380	433	447	375	472	435	359	406	1048	992	1043
SSTP_0000951300.1	SSTP_contig0000014;SSTP_contig0000014	85238;86099	86038;86452	-;-	1155	884	829	884	812	842	818	195	202	215	615	824	768	647	503	581	469	401	600	720	744	747
SSTP_0000951400.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	86790;86937;87285;88004;89066;89998;90210;90914;91037;91390;91518;92337	86889;87241;87655;89021;89090;90054;90485;90996;91206;91438;92285;92366	+;+;+;+;+;+;+;+;+;+;+;+	3252	3025	2867	2877	2408	2335	2293	1915	2235	2446	2228	2432	2470	1785	1732	1822	1576	1303	1585	2474	2730	2818
SSTP_0000951500.1	SSTP_contig0000014;SSTP_contig0000014	95015;95619	95572;96077	+;+	1017	222	213	215	923	977	938	324	468	455	395	362	375	169	227	277	342	303	332	130	154	209
SSTP_0000951600.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	96995;97189;97418;97533	97135;97369;97482;97820	-;-;-;-	675	2493	2336	2368	1005	1024	938	1636	1613	1819	1293	1034	1147	1472	1141	1186	1806	1437	1965	1352	1421	1377
SSTP_0000951650.1	SSTP_contig0000014	98055	98258	+	204	600	537	476	275	243	225	416	431	441	322	274	266	522	385	402	555	462	564	293	292	303
SSTP_0000951700.1	SSTP_contig0000014;SSTP_contig0000014	98268;98868	98822;99215	+;+	903	1821	1580	1486	1001	953	958	1159	1075	1198	816	732	838	1576	1371	1187	1634	1273	1543	1165	1029	1098
SSTP_0000951800.1	SSTP_contig0000014;SSTP_contig0000014	99959;100217	100168;100591	+;+	585	1010	1184	1411	3617	3340	3313	11560	25857	22195	3809	2464	2487	3034	2778	5252	1548	1631	2159	208	277	236
SSTP_0000951900.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	101669;101776;102902	101725;102854;103487	+;+;+	1722	3328	3126	3733	2930	2632	2794	387	1360	1632	865	1057	1125	1523	1772	1400	1473	1312	1529	3939	4122	4797
SSTP_0000952000.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	107641;108451;110176;110378;110657;111801	108264;109396;110330;110599;110896;112025	-;-;-;-;-;-	2412	277	415	308	4629	4239	4232	6008	7218	7716	3038	2625	2808	1682	1777	1690	681	739	701	320	395	350
SSTP_0000952100.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	115310;115634;116035	115530;115971;116393	+;+;+	918	2622	2175	2456	1647	1419	1532	610	782	998	793	1104	1129	1239	1072	1080	1069	907	1194	1954	1917	2034
SSTP_0000952200.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	117713;117839;118967;119352	117763;118903;119293;119465	-;-;-;-	1557	9660	8670	9035	17738	16476	17616	8617	5380	6690	6059	5166	5982	4426	5333	5188	4071	4665	4268	7918	8300	9774
SSTP_0000952300.1	SSTP_contig0000014;SSTP_contig0000014;SSTP_contig0000014	121990;125793;126793	125752;126351;126847	-;-;-	4377	6199	5247	5697	3002	2762	2812	702	709	872	1818	2348	2628	3670	2777	3092	2662	2260	2972	4559	4319	4719
SSTP_0000952400.1	SSTP_contig0000014;SSTP_contig0000014	127947;128252	128207;128599	-;-	609	980	979	840	529	549	514	73	136	178	256	290	239	643	570	520	803	669	817	646	670	765
SSTP_0000952500.1	SSTP_contig0000014	128748	130460	-	1713	3090	3170	3227	1840	1592	1562	157	478	448	909	1029	1101	3092	2471	2155	3156	2800	3248	1894	2490	2844
SSTP_0000952600.1	SSTP_contig0000014;SSTP_contig0000014	130764;131159	131114;131311	-;-	504	4486	4463	4145	7722	7418	7666	3655	3845	4077	2652	3401	4034	6349	4836	5169	3751	3662	4290	3752	3748	3823
